# SYNTHETIC MRU DATA - generated by generate_sample_mru.py (NOT measured).
# seed=20240705 fs=4.0Hz duration=1800.0s Hs=3.5m Tp=11.0s gamma=2.5
time_s,heave_m,pitch_deg
9.357500e+02,2.962518e+00,5.926160e+00
9.360000e+02,2.617840e+00,5.588094e+00
9.362500e+02,2.224765e+00,5.164155e+00
9.365000e+02,1.791391e+00,4.667253e+00
9.367500e+02,1.326591e+00,4.110661e+00
9.370000e+02,8.399703e-01,3.507169e+00
9.372500e+02,3.418032e-01,2.868632e+00
9.375000e+02,-1.571677e-01,2.205944e+00
9.377500e+02,-6.461033e-01,1.529330e+00
9.380000e+02,-1.114565e+00,8.487231e-01
9.382500e+02,-1.553021e+00,1.740026e-01
9.385000e+02,-1.953236e+00,-4.850415e-01
9.387500e+02,-2.308457e+00,-1.119033e+00
9.390000e+02,-2.613397e+00,-1.719486e+00
9.392500e+02,-2.864100e+00,-2.279222e+00
9.395000e+02,-3.057788e+00,-2.792546e+00
9.397500e+02,-3.192777e+00,-3.255081e+00
9.400000e+02,-3.268479e+00,-3.663318e+00
9.402500e+02,-3.285427e+00,-4.014038e+00
9.405000e+02,-3.245260e+00,-4.303832e+00
9.407500e+02,-3.150602e+00,-4.528909e+00
9.410000e+02,-3.004858e+00,-4.685260e+00
9.412500e+02,-2.811994e+00,-4.769141e+00
9.415000e+02,-2.576405e+00,-4.777713e+00
9.417500e+02,-2.302936e+00,-4.709649e+00
9.420000e+02,-1.997027e+00,-4.565535e+00
9.422500e+02,-1.664875e+00,-4.348007e+00
9.425000e+02,-1.313472e+00,-4.061637e+00
9.427500e+02,-9.503892e-01,-3.712669e+00
9.430000e+02,-5.832887e-01,-3.308720e+00
9.432500e+02,-2.192652e-01,-2.858521e+00
9.435000e+02,1.357934e-01,-2.371699e+00
9.437500e+02,4.776022e-01,-1.858571e+00
9.440000e+02,8.034822e-01,-1.329866e+00
9.442500e+02,1.111947e+00,-7.963606e-01
9.445000e+02,1.401990e+00,-2.684520e-01
9.447500e+02,1.672307e+00,2.442376e-01
9.450000e+02,1.920678e+00,7.330997e-01
9.452500e+02,2.143719e+00,1.190550e+00
9.455000e+02,2.337046e+00,1.609814e+00
9.457500e+02,2.495781e+00,1.984606e+00
9.460000e+02,2.615220e+00,2.308880e+00
9.462500e+02,2.691450e+00,2.576830e+00
9.465000e+02,2.721736e+00,2.783244e+00
9.467500e+02,2.704594e+00,2.924147e+00
9.470000e+02,2.639590e+00,2.997559e+00
9.472500e+02,2.527012e+00,3.004090e+00
9.475000e+02,2.367591e+00,2.947147e+00
9.477500e+02,2.162444e+00,2.832644e+00
9.480000e+02,1.913314e+00,2.668280e+00
9.482500e+02,1.623058e+00,2.462627e+00
9.485000e+02,1.296220e+00,2.224334e+00
9.487500e+02,9.394556e-01,1.961671e+00
9.490000e+02,5.615915e-01,1.682519e+00
9.492500e+02,1.732262e-01,1.394688e+00
9.495000e+02,-2.140996e-01,1.106307e+00
9.497500e+02,-5.889590e-01,8.259959e-01
9.500000e+02,-9.410464e-01,5.626293e-01
9.502500e+02,-1.261874e+00,3.246680e-01
9.505000e+02,-1.545014e+00,1.192428e-01
9.507500e+02,-1.785904e+00,-4.871869e-02
9.510000e+02,-1.981406e+00,-1.770279e-01
9.512500e+02,-2.129352e+00,-2.662601e-01
9.515000e+02,-2.228327e+00,-3.192762e-01
9.517500e+02,-2.277740e+00,-3.404176e-01
9.520000e+02,-2.278163e+00,-3.346361e-01
9.522500e+02,-2.231704e+00,-3.068064e-01
9.525000e+02,-2.142218e+00,-2.613624e-01
9.527500e+02,-2.015194e+00,-2.022651e-01
9.530000e+02,-1.857285e+00,-1.332019e-01
9.532500e+02,-1.675622e+00,-5.787136e-02
9.535000e+02,-1.477087e+00,1.977257e-02
9.537500e+02,-1.267742e+00,9.538357e-02
9.540000e+02,-1.052525e+00,1.642072e-01
9.542500e+02,-8.351939e-01,2.211694e-01
9.545000e+02,-6.184524e-01,2.610583e-01
9.547500e+02,-4.041372e-01,2.788021e-01
9.550000e+02,-1.934115e-01,2.698498e-01
9.552500e+02,1.304355e-02,2.306369e-01
9.555000e+02,2.147977e-01,1.590718e-01
9.557500e+02,4.113647e-01,5.493669e-02
9.560000e+02,6.018356e-01,-7.991157e-02
9.562500e+02,7.845376e-01,-2.416182e-01
9.565000e+02,9.568383e-01,-4.246837e-01
9.567500e+02,1.115200e+00,-6.225075e-01
9.570000e+02,1.255513e+00,-8.279788e-01
9.572500e+02,1.373628e+00,-1.033970e+00
9.575000e+02,1.465951e+00,-1.233641e+00
9.577500e+02,1.529919e+00,-1.420558e+00
9.580000e+02,1.564237e+00,-1.588692e+00
9.582500e+02,1.568874e+00,-1.732440e+00
9.585000e+02,1.544856e+00,-1.846738e+00
9.587500e+02,1.494004e+00,-1.927346e+00
9.590000e+02,1.418709e+00,-1.971232e+00
9.592500e+02,1.321802e+00,-1.976976e+00
9.595000e+02,1.206496e+00,-1.945043e+00
9.597500e+02,1.076314e+00,-1.877852e+00
9.600000e+02,9.349687e-01,-1.779551e+00
9.602500e+02,7.861328e-01,-1.655558e+00
9.605000e+02,6.331740e-01,-1.511935e+00
9.607500e+02,4.789208e-01,-1.354718e+00
9.610000e+02,3.255563e-01,-1.189343e+00
9.612500e+02,1.746815e-01,-1.020239e+00
9.615000e+02,2.753011e-02,-8.506519e-01
9.617500e+02,-1.147448e-01,-6.826504e-01
9.620000e+02,-2.508196e-01,-5.172462e-01
9.622500e+02,-3.790767e-01,-3.545024e-01
9.625000e+02,-4.976545e-01,-1.935464e-01
9.627500e+02,-6.046593e-01,-3.245825e-02
9.630000e+02,-6.984760e-01,1.318969e-01
9.632500e+02,-7.780913e-01,3.039365e-01
9.635000e+02,-8.433429e-01,4.891423e-01
9.637500e+02,-8.950284e-01,6.934176e-01
9.640000e+02,-9.348442e-01,9.220157e-01
9.642500e+02,-9.651570e-01,1.178210e+00
9.645000e+02,-9.886460e-01,1.462024e+00
9.647500e+02,-1.007877e+00,1.769405e+00
9.650000e+02,-1.024879e+00,2.092128e+00
9.652500e+02,-1.040801e+00,2.418543e+00
9.655000e+02,-1.055677e+00,2.735000e+00
9.657500e+02,-1.068341e+00,3.027585e+00
9.660000e+02,-1.076468e+00,3.283697e+00
9.662500e+02,-1.076725e+00,3.493081e+00
9.665000e+02,-1.065012e+00,3.648142e+00
9.667500e+02,-1.036797e+00,3.743611e+00
9.670000e+02,-9.875473e-01,3.775863e+00
9.672500e+02,-9.132693e-01,3.742252e+00
9.675000e+02,-8.111123e-01,3.640744e+00
9.677500e+02,-6.799606e-01,3.469958e+00
9.680000e+02,-5.208822e-01,3.229520e+00
9.682500e+02,-3.373004e-01,2.920486e+00
9.685000e+02,-1.348024e-01,2.545624e+00
9.687500e+02,7.941150e-02,2.109416e+00
9.690000e+02,2.973219e-01,1.617820e+00
9.692500e+02,5.109385e-01,1.077929e+00
9.695000e+02,7.129986e-01,4.977064e-01
9.697500e+02,8.973781e-01,-1.140923e-01
9.700000e+02,1.059191e+00,-7.478352e-01
9.702500e+02,1.194670e+00,-1.392887e+00
9.705000e+02,1.300990e+00,-2.037587e+00
9.707500e+02,1.376189e+00,-2.669426e+00
9.710000e+02,1.419251e+00,-3.275403e+00
9.712500e+02,1.430311e+00,-3.842447e+00
9.715000e+02,1.410849e+00,-4.357756e+00
9.717500e+02,1.363717e+00,-4.808994e+00
9.720000e+02,1.292900e+00,-5.184382e+00
9.722500e+02,1.203009e+00,-5.472841e+00
9.725000e+02,1.098622e+00,-5.664370e+00
9.727500e+02,9.836661e-01,-5.750745e+00
9.730000e+02,8.609947e-01,-5.726476e+00
9.732500e+02,7.322964e-01,-5.589759e+00
9.735000e+02,5.983237e-01,-5.343098e+00
9.737500e+02,4.593636e-01,-4.993300e+00
9.740000e+02,3.158056e-01,-4.550755e+00
9.742500e+02,1.686550e-01,-4.028140e+00
9.745000e+02,1.987018e-02,-3.438922e+00
9.747500e+02,-1.275490e-01,-2.796082e+00
9.750000e+02,-2.697386e-01,-2.111404e+00
9.752500e+02,-4.023861e-01,-1.395456e+00
9.755000e+02,-5.213094e-01,-6.581121e-01
9.757500e+02,-6.230902e-01,9.070293e-02
9.760000e+02,-7.056228e-01,8.404237e-01
9.762500e+02,-7.684472e-01,1.579646e+00
9.765000e+02,-8.127690e-01,2.296375e+00
9.767500e+02,-8.411496e-01,2.978558e+00
9.770000e+02,-8.569422e-01,3.614645e+00
9.772500e+02,-8.636301e-01,4.193946e+00
9.775000e+02,-8.642464e-01,4.706687e+00
9.777500e+02,-8.610198e-01,5.143861e+00
9.780000e+02,-8.552916e-01,5.497045e+00
9.782500e+02,-8.476403e-01,5.758421e+00
9.785000e+02,-8.380737e-01,5.921089e+00
9.787500e+02,-8.261427e-01,5.979638e+00
9.790000e+02,-8.108964e-01,5.930817e+00
9.792500e+02,-7.907119e-01,5.774072e+00
9.795000e+02,-7.631287e-01,5.511799e+00
9.797500e+02,-7.248563e-01,5.149296e+00
9.800000e+02,-6.720785e-01,4.694483e+00
9.802500e+02,-6.010641e-01,4.157567e+00
9.805000e+02,-5.089671e-01,3.550775e+00
9.807500e+02,-3.946045e-01,2.888195e+00
9.810000e+02,-2.589932e-01,2.185618e+00
9.812500e+02,-1.054941e-01,1.460246e+00
9.815000e+02,6.046443e-02,7.301070e-01
9.817500e+02,2.319892e-01,1.315111e-02
9.820000e+02,4.014820e-01,-6.738825e-01
9.822500e+02,5.613777e-01,-1.316603e+00
9.825000e+02,7.047354e-01,-1.903858e+00
9.827500e+02,8.256351e-01,-2.428184e+00
9.830000e+02,9.194038e-01,-2.885735e+00
9.832500e+02,9.827337e-01,-3.275767e+00
9.835000e+02,1.013751e+00,-3.599853e+00
9.837500e+02,1.012067e+00,-3.861028e+00
9.840000e+02,9.788079e-01,-4.063040e+00
9.842500e+02,9.165877e-01,-4.209794e+00
9.845000e+02,8.293947e-01,-4.305018e+00
9.847500e+02,7.223525e-01,-4.352103e+00
9.850000e+02,6.013554e-01,-4.354061e+00
9.852500e+02,4.725973e-01,-4.313558e+00
9.855000e+02,3.420519e-01,-4.232953e+00
9.857500e+02,2.149839e-01,-4.114323e+00
9.860000e+02,9.558727e-02,-3.959407e+00
9.862500e+02,-1.316982e-02,-3.769476e+00
9.865000e+02,-1.094577e-01,-3.545116e+00
9.867500e+02,-1.922907e-01,-3.286040e+00
9.870000e+02,-2.611312e-01,-2.991027e+00
9.872500e+02,-3.155386e-01,-2.658132e+00
9.875000e+02,-3.550000e-01,-2.285242e+00
9.877500e+02,-3.790079e-01,-1.870940e+00
9.880000e+02,-3.873423e-01,-1.415513e+00
9.882500e+02,-3.804210e-01,-9.218367e-01
9.885000e+02,-3.595390e-01,-3.959026e-01
9.887500e+02,-3.268561e-01,1.532172e-01
9.890000e+02,-2.851023e-01,7.139545e-01
9.892500e+02,-2.371006e-01,1.273239e+00
9.895000e+02,-1.852958e-01,1.817634e+00
9.897500e+02,-1.314861e-01,2.334351e+00
9.900000e+02,-7.686386e-02,2.811957e+00
9.902500e+02,-2.233147e-02,3.240730e+00
9.905000e+02,3.107036e-02,3.612746e+00
9.907500e+02,8.183768e-02,3.921831e+00
9.910000e+02,1.279450e-01,4.163498e+00
9.912500e+02,1.670870e-01,4.334921e+00
9.915000e+02,1.971075e-01,4.434913e+00
9.917500e+02,2.164165e-01,4.463859e+00
9.920000e+02,2.242101e-01,4.423582e+00
9.922500e+02,2.204167e-01,4.317169e+00
9.925000e+02,2.054404e-01,4.148813e+00
9.927500e+02,1.798775e-01,3.923767e+00
9.930000e+02,1.443949e-01,3.648354e+00
9.932500e+02,9.986117e-02,3.329972e+00
9.935000e+02,4.767364e-02,2.976890e+00
9.937500e+02,-9.907025e-03,2.597722e+00
9.940000e+02,-6.964091e-02,2.200567e+00
9.942500e+02,-1.275587e-01,1.791959e+00
9.945000e+02,-1.795640e-01,1.375955e+00
9.947500e+02,-2.222074e-01,9.537080e-01
9.950000e+02,-2.533600e-01,5.237510e-01
9.952500e+02,-2.725432e-01,8.302556e-02
9.955000e+02,-2.808079e-01,-3.716094e-01
9.957500e+02,-2.802365e-01,-8.418017e-01
9.960000e+02,-2.732804e-01,-1.326516e+00
9.962500e+02,-2.621841e-01,-1.821533e+00
9.965000e+02,-2.486703e-01,-2.319685e+00
9.967500e+02,-2.339182e-01,-2.811628e+00
9.970000e+02,-2.187278e-01,-3.286798e+00
9.972500e+02,-2.036986e-01,-3.734223e+00
9.975000e+02,-1.892824e-01,-4.142993e+00
9.977500e+02,-1.756740e-01,-4.502412e+00
9.980000e+02,-1.626239e-01,-4.802020e+00
9.982500e+02,-1.493185e-01,-5.031697e+00
9.985000e+02,-1.344579e-01,-5.182003e+00
9.987500e+02,-1.165653e-01,-5.244755e+00
9.990000e+02,-9.444678e-02,-5.213682e+00
9.992500e+02,-6.763608e-02,-5.084954e+00
9.995000e+02,-3.665801e-02,-4.857442e+00
9.997500e+02,-3.010191e-03,-4.532646e+00
1.000000e+03,3.112213e-02,-4.114405e+00
1.000250e+03,6.330704e-02,-3.608524e+00
1.000500e+03,9.130920e-02,-3.022493e+00
1.000750e+03,1.134088e-01,-2.365317e+00
1.001000e+03,1.285429e-01,-1.647460e+00
1.001250e+03,1.362951e-01,-8.807617e-01
1.001500e+03,1.368069e-01,-7.829163e-02
1.001750e+03,1.306818e-01,7.459124e-01
1.002000e+03,1.189162e-01,1.577127e+00
1.002250e+03,1.028466e-01,2.400158e+00
1.002500e+03,8.407861e-02,3.199420e+00
1.002750e+03,6.437526e-02,3.958891e+00
1.003000e+03,4.551480e-02,4.662063e+00
1.003250e+03,2.916255e-02,5.292032e+00
1.003500e+03,1.680605e-02,5.831862e+00
1.003750e+03,9.776475e-03,6.265232e+00
1.004000e+03,9.330163e-03,6.577295e+00
1.004250e+03,1.672130e-02,6.755576e+00
1.004500e+03,3.318581e-02,6.790743e+00
1.004750e+03,5.978771e-02,6.677144e+00
1.005000e+03,9.714109e-02,6.413126e+00
1.005250e+03,1.450847e-01,6.001180e+00
1.005500e+03,2.024226e-01,5.448000e+00
1.005750e+03,2.668314e-01,4.764487e+00
1.006000e+03,3.349860e-01,3.965629e+00
1.006250e+03,4.028782e-01,3.070181e+00
1.006500e+03,4.662496e-01,2.100040e+00
1.006750e+03,5.210311e-01,1.079346e+00
1.007000e+03,5.637049e-01,3.338455e-02
1.007250e+03,5.915443e-01,-1.012491e+00
1.007500e+03,6.027408e-01,-2.033742e+00
1.007750e+03,5.964494e-01,-3.007228e+00
1.008000e+03,5.727868e-01,-3.911484e+00
1.008250e+03,5.327904e-01,-4.726844e+00
1.008500e+03,4.783173e-01,-5.435552e+00
1.008750e+03,4.118550e-01,-6.021998e+00
1.009000e+03,3.362293e-01,-6.473091e+00
1.009250e+03,2.542302e-01,-6.778694e+00
1.009500e+03,1.682248e-01,-6.931984e+00
1.009750e+03,7.984685e-02,-6.929644e+00
1.010000e+03,-1.014818e-02,-6.771880e+00
1.010250e+03,-1.018140e-01,-6.462330e+00
1.010500e+03,-1.957385e-01,-6.007990e+00
1.010750e+03,-2.926309e-01,-5.419209e+00
1.011000e+03,-3.928765e-01,-4.709738e+00
1.011250e+03,-4.961682e-01,-3.896671e+00
1.011500e+03,-6.012951e-01,-3.000134e+00
1.011750e+03,-7.061191e-01,-2.042590e+00
1.012000e+03,-8.077154e-01,-1.047826e+00
1.012250e+03,-9.026196e-01,-3.980631e-02
1.012500e+03,-9.871113e-01,9.583140e-01
1.012750e+03,-1.057483e+00,1.924755e+00
1.013000e+03,-1.110273e+00,2.839160e+00
1.013250e+03,-1.142481e+00,3.682239e+00
1.013500e+03,-1.151787e+00,4.435315e+00
1.013750e+03,-1.136797e+00,5.080127e+00
1.014000e+03,-1.097296e+00,5.599168e+00
1.014250e+03,-1.034448e+00,5.976615e+00
1.014500e+03,-9.508507e-01,6.199689e+00
1.014750e+03,-8.503620e-01,6.260078e+00
1.015000e+03,-7.376401e-01,6.155054e+00
1.015250e+03,-6.174473e-01,5.888005e+00
1.015500e+03,-4.938383e-01,5.468296e+00
1.015750e+03,-3.694330e-01,4.910573e+00
1.016000e+03,-2.449847e-01,4.233761e+00
1.016250e+03,-1.194004e-01,3.459994e+00
1.016500e+03,9.752289e-03,2.613653e+00
1.016750e+03,1.453584e-01,1.720556e+00
1.017000e+03,2.897203e-01,8.072082e-01
1.017250e+03,4.436604e-01,-9.996297e-02
1.017500e+03,6.060092e-01,-9.754982e-01
1.017750e+03,7.736096e-01,-1.795895e+00
1.018000e+03,9.418026e-01,-2.540603e+00
1.018250e+03,1.105214e+00,-3.192874e+00
1.018500e+03,1.258581e+00,-3.740286e+00
1.018750e+03,1.397361e+00,-4.174839e+00
1.019000e+03,1.517986e+00,-4.492601e+00
1.019250e+03,1.617734e+00,-4.692968e+00
1.019500e+03,1.694350e+00,-4.777734e+00
1.019750e+03,1.745623e+00,-4.750200e+00
1.020000e+03,1.769091e+00,-4.614555e+00
1.020250e+03,1.762010e+00,-4.375703e+00
1.020500e+03,1.721582e+00,-4.039554e+00
1.020750e+03,1.645370e+00,-3.613666e+00
1.021000e+03,1.531755e+00,-3.107969e+00
1.021250e+03,1.380322e+00,-2.535235e+00
1.021500e+03,1.192103e+00,-1.911054e+00
1.021750e+03,9.696664e-01,-1.253197e+00
1.022000e+03,7.170965e-01,-5.804896e-01
1.022250e+03,4.398852e-01,8.847977e-02
1.022500e+03,1.447707e-01,7.364655e-01
1.022750e+03,-1.605011e-01,1.348178e+00
1.023000e+03,-4.675149e-01,1.910341e+00
1.023250e+03,-7.676325e-01,2.411361e+00
1.023500e+03,-1.052512e+00,2.840957e+00
1.023750e+03,-1.314619e+00,3.190083e+00
1.024000e+03,-1.547615e+00,3.451328e+00
1.024250e+03,-1.746552e+00,3.619706e+00
1.024500e+03,-1.907820e+00,3.693504e+00
1.024750e+03,-2.028905e+00,3.674796e+00
1.025000e+03,-2.108065e+00,3.569327e+00
1.025250e+03,-2.144053e+00,3.385746e+00
1.025500e+03,-2.136009e+00,3.134445e+00
1.025750e+03,-2.083553e+00,2.826447e+00
1.026000e+03,-1.987053e+00,2.472718e+00
1.026250e+03,-1.847971e+00,2.084078e+00
1.026500e+03,-1.669154e+00,1.671552e+00
1.026750e+03,-1.454970e+00,1.246783e+00
1.027000e+03,-1.211243e+00,8.220706e-01
1.027250e+03,-9.449810e-01,4.098032e-01
1.027500e+03,-6.639714e-01,2.134575e-02
1.027750e+03,-3.763154e-01,-3.342580e-01
1.028000e+03,-8.998195e-02,-6.512908e-01
1.028250e+03,1.875670e-01,-9.277064e-01
1.028500e+03,4.496527e-01,-1.164726e+00
1.028750e+03,6.905568e-01,-1.365908e+00
1.029000e+03,9.056082e-01,-1.536095e+00
1.029250e+03,1.091197e+00,-1.680621e+00
1.029500e+03,1.244732e+00,-1.804921e+00
1.029750e+03,1.364558e+00,-1.914430e+00
1.030000e+03,1.449867e+00,-2.014460e+00
1.030250e+03,1.500607e+00,-2.109753e+00
1.030500e+03,1.517422e+00,-2.203636e+00
1.030750e+03,1.501626e+00,-2.296981e+00
1.031000e+03,1.455199e+00,-2.387392e+00
1.031250e+03,1.380794e+00,-2.469059e+00
1.031500e+03,1.281713e+00,-2.533477e+00
1.031750e+03,1.161842e+00,-2.570921e+00
1.032000e+03,1.025501e+00,-2.572228e+00
1.032250e+03,8.772279e-01,-2.530322e+00
1.032500e+03,7.215079e-01,-2.441065e+00
1.032750e+03,5.624814e-01,-2.303279e+00
1.033000e+03,4.036980e-01,-2.118124e+00
1.033250e+03,2.479666e-01,-1.888235e+00
1.033500e+03,9.734788e-02,-1.616988e+00
1.033750e+03,-4.670193e-02,-1.308116e+00
1.034000e+03,-1.830667e-01,-9.656307e-01
1.034250e+03,-3.106602e-01,-5.938735e-01
1.034500e+03,-4.281651e-01,-1.975136e-01
1.034750e+03,-5.339104e-01,2.185575e-01
1.035000e+03,-6.259335e-01,6.493065e-01
1.035250e+03,-7.022117e-01,1.089417e+00
1.035500e+03,-7.609853e-01,1.532809e+00
1.035750e+03,-8.010634e-01,1.971919e+00
1.036000e+03,-8.220061e-01,2.397041e+00
1.036250e+03,-8.241328e-01,2.796148e+00
1.036500e+03,-8.083679e-01,3.155456e+00
1.036750e+03,-7.760001e-01,3.460749e+00
1.037000e+03,-7.284492e-01,3.699112e+00
1.037250e+03,-6.671151e-01,3.860572e+00
1.037500e+03,-5.933273e-01,3.939125e+00
1.037750e+03,-5.083595e-01,3.932941e+00
1.038000e+03,-4.134473e-01,3.843859e+00
1.038250e+03,-3.097644e-01,3.676557e+00
1.038500e+03,-1.983632e-01,3.437842e+00
1.038750e+03,-8.013781e-02,3.136304e+00
1.039000e+03,4.410949e-02,2.782250e+00
1.039250e+03,1.734514e-01,2.387590e+00
1.039500e+03,3.064916e-01,1.965294e+00
1.039750e+03,4.410002e-01,1.528249e+00
1.040000e+03,5.736765e-01,1.087714e+00
1.040250e+03,7.001660e-01,6.518931e-01
1.040500e+03,8.153706e-01,2.252380e-01
1.040750e+03,9.139737e-01,-1.911169e-01
1.041000e+03,9.910133e-01,-5.978438e-01
1.041250e+03,1.042316e+00,-9.953534e-01
1.041500e+03,1.064675e+00,-1.381964e+00
1.041750e+03,1.055761e+00,-1.753035e+00
1.042000e+03,1.013902e+00,-2.101393e+00
1.042250e+03,9.378901e-01,-2.418852e+00
1.042500e+03,8.269810e-01,-2.698182e+00
1.042750e+03,6.811264e-01,-2.934721e+00
1.043000e+03,5.013706e-01,-3.127030e+00
1.043250e+03,2.902514e-01,-3.276422e+00
1.043500e+03,5.204677e-02,-3.385648e+00
1.043750e+03,-2.072266e-01,-3.457343e+00
1.044000e+03,-4.800440e-01,-3.492828e+00
1.044250e+03,-7.577381e-01,-3.491629e+00
1.044500e+03,-1.030883e+00,-3.451744e+00
1.044750e+03,-1.289642e+00,-3.370381e+00
1.045000e+03,-1.524093e+00,-3.244826e+00
1.045250e+03,-1.724633e+00,-3.073152e+00
1.045500e+03,-1.882510e+00,-2.854675e+00
1.045750e+03,-1.990485e+00,-2.590228e+00
1.046000e+03,-2.043501e+00,-2.282350e+00
1.046250e+03,-2.039135e+00,-1.935430e+00
1.046500e+03,-1.977670e+00,-1.555750e+00
1.046750e+03,-1.861708e+00,-1.151271e+00
1.047000e+03,-1.695421e+00,-7.310923e-01
1.047250e+03,-1.483709e+00,-3.046411e-01
1.047500e+03,-1.231559e+00,1.192271e-01
1.047750e+03,-9.438394e-01,5.329315e-01
1.048000e+03,-6.255610e-01,9.304835e-01
1.048250e+03,-2.824334e-01,1.307388e+00
1.048500e+03,7.857845e-02,1.660295e+00
1.048750e+03,4.490038e-01,1.986653e+00
1.049000e+03,8.190825e-01,2.284586e+00
1.049250e+03,1.178408e+00,2.553028e+00
1.049500e+03,1.516778e+00,2.791959e+00
1.049750e+03,1.824965e+00,3.002465e+00
1.050000e+03,2.095175e+00,3.186401e+00
1.050250e+03,2.321139e+00,3.345622e+00
1.050500e+03,2.497932e+00,3.480973e+00
1.050750e+03,2.621729e+00,3.591400e+00
1.051000e+03,2.689697e+00,3.673527e+00
1.051250e+03,2.700100e+00,3.721863e+00
1.051500e+03,2.652560e+00,3.729543e+00
1.051750e+03,2.548318e+00,3.689299e+00
1.052000e+03,2.390313e+00,3.594304e+00
1.052250e+03,2.182998e+00,3.438652e+00
1.052500e+03,1.931922e+00,3.217499e+00
1.052750e+03,1.643224e+00,2.927072e+00
1.053000e+03,1.323206e+00,2.564898e+00
1.053250e+03,9.781058e-01,2.130427e+00
1.053500e+03,6.140887e-01,1.626035e+00
1.053750e+03,2.373743e-01,1.058101e+00
1.054000e+03,-1.456160e-01,4.377210e-01
1.054250e+03,-5.281961e-01,-2.193349e-01
1.054500e+03,-9.034639e-01,-8.935600e-01
1.054750e+03,-1.264425e+00,-1.563396e+00
1.055000e+03,-1.604120e+00,-2.207244e+00
1.055250e+03,-1.915713e+00,-2.805300e+00
1.055500e+03,-2.192541e+00,-3.340815e+00
1.055750e+03,-2.428200e+00,-3.800626e+00
1.056000e+03,-2.616716e+00,-4.175055e+00
1.056250e+03,-2.752865e+00,-4.457459e+00
1.056500e+03,-2.832583e+00,-4.643735e+00
1.056750e+03,-2.853392e+00,-4.731988e+00
1.057000e+03,-2.814718e+00,-4.722404e+00
1.057250e+03,-2.718007e+00,-4.617236e+00
1.057500e+03,-2.566633e+00,-4.420753e+00
1.057750e+03,-2.365623e+00,-4.139053e+00
1.058000e+03,-2.121302e+00,-3.779740e+00
1.058250e+03,-1.840922e+00,-3.351540e+00
1.058500e+03,-1.532320e+00,-2.864001e+00
1.058750e+03,-1.203593e+00,-2.327347e+00
1.059000e+03,-8.627918e-01,-1.752520e+00
1.059250e+03,-5.175894e-01,-1.151312e+00
1.059500e+03,-1.749962e-01,-5.364542e-01
1.059750e+03,1.588450e-01,7.846995e-02
1.060000e+03,4.787097e-01,6.793750e-01
1.060250e+03,7.801753e-01,1.252287e+00
1.060500e+03,1.059388e+00,1.784138e+00
1.060750e+03,1.312824e+00,2.263597e+00
1.061000e+03,1.537161e+00,2.681789e+00
1.061250e+03,1.729366e+00,3.032741e+00
1.061500e+03,1.886978e+00,3.313481e+00
1.061750e+03,2.008503e+00,3.523743e+00
1.062000e+03,2.093770e+00,3.665324e+00
1.062250e+03,2.144084e+00,3.741199e+00
1.062500e+03,2.162098e+00,3.754551e+00
1.062750e+03,2.151387e+00,3.707889e+00
1.063000e+03,2.115855e+00,3.602454e+00
1.063250e+03,2.059114e+00,3.438033e+00
1.063500e+03,1.984000e+00,3.213260e+00
1.063750e+03,1.892348e+00,2.926394e+00
1.064000e+03,1.785024e+00,2.576437e+00
1.064250e+03,1.662171e+00,2.164399e+00
1.064500e+03,1.523564e+00,1.694405e+00
1.064750e+03,1.368931e+00,1.174405e+00
1.065000e+03,1.198178e+00,6.162411e-01
1.065250e+03,1.011467e+00,3.502827e-02
1.065500e+03,8.091720e-01,-5.520526e-01
1.065750e+03,5.918027e-01,-1.127270e+00
1.066000e+03,3.599673e-01,-1.673788e+00
1.066250e+03,1.144565e-01,-2.176700e+00
1.066500e+03,-1.435280e-01,-2.623434e+00
1.066750e+03,-4.120358e-01,-3.003577e+00
1.067000e+03,-6.880078e-01,-3.308357e+00
1.067250e+03,-9.670126e-01,-3.530181e+00
1.067500e+03,-1.243185e+00,-3.662552e+00
1.067750e+03,-1.509425e+00,-3.700543e+00
1.068000e+03,-1.757841e+00,-3.641671e+00
1.068250e+03,-1.980362e+00,-3.486838e+00
1.068500e+03,-2.169399e+00,-3.240876e+00
1.068750e+03,-2.318426e+00,-2.912386e+00
1.069000e+03,-2.422410e+00,-2.512827e+00
1.069250e+03,-2.478041e+00,-2.055139e+00
1.069500e+03,-2.483790e+00,-1.552374e+00
1.069750e+03,-2.439834e+00,-1.016840e+00
1.070000e+03,-2.347869e+00,-4.599999e-01
1.070250e+03,-2.210866e+00,1.069470e-01
1.070500e+03,-2.032759e+00,6.722066e-01
1.070750e+03,-1.818113e+00,1.222784e+00
1.071000e+03,-1.571805e+00,1.744546e+00
1.071250e+03,-1.298787e+00,2.223062e+00
1.071500e+03,-1.003994e+00,2.644966e+00
1.071750e+03,-6.924024e-01,2.999340e+00
1.072000e+03,-3.692197e-01,3.278593e+00
1.072250e+03,-4.008681e-02,3.478547e+00
1.072500e+03,2.888083e-01,3.597753e+00
1.072750e+03,6.108054e-01,3.636416e+00
1.073000e+03,9.190480e-01,3.595426e+00
1.073250e+03,1.206895e+00,3.475901e+00
1.073500e+03,1.468340e+00,3.279411e+00
1.073750e+03,1.698313e+00,3.008694e+00
1.074000e+03,1.892798e+00,2.668505e+00
1.074250e+03,2.048773e+00,2.266185e+00
